index,id,region_id,area_id,city_id,street_id,shortname_region,formalname_region,shortname_area,formalname_area,shortname_city,formalname_city,shortname_street,formalname_street,house_number,building,block,letter,address,houseguid,management_organization_id,built_year,exploitation_start_year,project_type,house_type,is_alarm,method_of_forming_overhaul_fund,floor_count_max,floor_count_min,entrance_count,elevators_count,energy_efficiency,quarters_count,living_quarters_count,unliving_quarters_count,area_total,area_residential,area_non_residential,area_common_property,area_land,parking_square,playground,sportsground,other_beautification,foundation_type,floor_type,wall_material,basement_area,chute_type,chute_count,electrical_type,electrical_entries_count,heating_type,hot_water_type,cold_water_type,sewerage_type,sewerage_cesspools_volume,gas_type,ventilation_type,firefighting_type,drainage_type,splited_string_len,prepared_address_v1,lat,lon,raw_class,raw_type
2337,6959039,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,a6b4cfce-67ee-4fc5-9812-a9c7c0958974,край,Приморский,,,г,Владивосток,ул,Пихтовая,71,,,,"край. Приморский, г. Владивосток, ул. Пихтовая, д. 71",14b6dbff-888c-4677-9e44-5b2324ebe39b,6947758.0,1938.0,1938.0,отсут вт ех. паспорт.,Многоквартирный дом,Нет,На счете регионального оператора,3.0,1.0,2.0,0.0,Не присвоен,59,59.0,0.0,"1673,10","1315,80","0,00","357,30","2050,00","0,00",500,500,,Иной,Железобетонные,Блочные,"213,00",Отсутствует,0.0,Центральное,1.0,Печное,Отсутствует,Отсутствует,Автономное,"1,00",Отсутствует,Приточно-вытяжная вентиляция,Отсутствует,Смешанные,7.0,"край. Приморский, г. Владивосток, улица Пихтовая 71",,,,
2338,8083001,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,5c6e6e8f-c24c-454e-958a-71e99471b278,край,Приморский,,,г,Владивосток,ул,Пограничная,22,,,,"край. Приморский, г. Владивосток, ул. Пограничная, д. 22",e4e302ab-4ecc-4e9e-b282-f953523b8ae1,6953242.0,1965.0,1965.0,,Многоквартирный дом,Нет,На счете регионального оператора,4.0,1.0,2.0,0.0,Не присвоен,47,47.0,0.0,"3168,70","2068,70","0,00","1100,00",,,498,498,,Иной,Железобетонные,Кирпич,"760,00",Отсутствует,0.0,Центральное,1.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,"0,00",Отсутствует,Вытяжная вентиляция,Пожарный кран,Внутренние водостоки,7.0,"край. Приморский, г. Владивосток, улица Пограничная 22",,,,
2339,8083011,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,5c6e6e8f-c24c-454e-958a-71e99471b278,край,Приморский,,,г,Владивосток,ул,Пограничная,22а,,,,"край. Приморский, г. Владивосток, ул. Пограничная, д. 22а",34923909-5174-4e52-b3e4-71a3719b32b6,6953242.0,1973.0,1973.0,,Многоквартирный дом,Нет,На счете регионального оператора,9.0,1.0,1.0,1.0,Не присвоен,53,53.0,0.0,"3052,10",,"0,00","700,00",,,499,500,,Ленточный,Железобетонные,Кирпич,"456,00",На лестничной клетке,1.0,Центральное,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Приточная вентиляция,Пожарный кран,Внутренние водостоки,7.0,"край. Приморский, г. Владивосток, улица Пограничная 22а",,,,
2340,6545625,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,469134e6-bf7d-46d6-83b2-026164372056,край,Приморский,,,г,Владивосток,ул,Полевая,5,,,,"край. Приморский, г. Владивосток, ул. Полевая, д. 5",10e26fd3-0ed6-4bd0-91b7-56c0a6b1d5bc,,,1959.0,,Не заполнено,Нет,Не заполнено,,,,,Не заполнено,0,,,"203,53","203,53",,,,,498,498,,Не заполнено,Не заполнено,Не заполнено,,Не заполнено,,Не заполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Автономное,Не заполнено,Не заполнено,Не заполнено,7.0,"край. Приморский, г. Владивосток, улица Полевая 5",,,,
2341,6545626,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,469134e6-bf7d-46d6-83b2-026164372056,край,Приморский,,,г,Владивосток,ул,Полевая,7,,,,"край. Приморский, г. Владивосток, ул. Полевая, д. 7",c773cd1f-2464-461b-a9f6-f49a83f5ee00,,,1959.0,,Не заполнено,Нет,Не заполнено,,,,,Не заполнено,0,,,"290,60","290,60",,,,,498,498,,Не заполнено,Не заполнено,Не заполнено,,Не заполнено,,Не заполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Автономное,Не заполнено,Не заполнено,Не заполнено,7.0,"край. Приморский, г. Владивосток, улица Полевая 7",,,,
2342,8413508,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,c5b15949-401d-4c2d-9c8a-6dacd9eababd,край,Приморский,,,г,Владивосток,ул,Полетаева,6,,а,,"край. Приморский, г. Владивосток, ул. Полетаева, д. 6, к. а",3f338e7d-6a11-47a2-b5e7-69c097dd3a11,,,2007.0,,Многоквартирный дом,Нет,Не заполнено,6.0,,2.0,,Не заполнено,0,,,"4043,50",,,,,,498,498,,Не заполнено,Железобетонные,Кирпич,"17,20",Не заполнено,,Не заполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,7.0,"край. Приморский, г. Владивосток, улица Полетаева 6а",,,,
2343,8413524,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,c5b15949-401d-4c2d-9c8a-6dacd9eababd,край,Приморский,,,г,Владивосток,ул,Полетаева,6,,б,,"край. Приморский, г. Владивосток, ул. Полетаева, д. 6, к. б",e18a4ed5-634f-4997-966e-b9081d8d88b2,,,1964.0,,Не заполнено,Нет,Не заполнено,6.0,,2.0,2.0,Не заполнено,0,,,,,"163,30",,,,498,498,,Не заполнено,Не заполнено,Не заполнено,"33,00",Не заполнено,,Центральное,,Центральное,Не заполнено,Не заполнено,Центральное,,Отсутствует,Не заполнено,Не заполнено,Не заполнено,7.0,"край. Приморский, г. Владивосток, улица Полетаева 6б",,,,
2344,8457777,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,c5b15949-401d-4c2d-9c8a-6dacd9eababd,край,Приморский,,,г,Владивосток,ул,Полетаева,6/В,,,,"край. Приморский, г. Владивосток, ул. Полетаева, д. 6/В",81242252-4779-4f14-8466-034aa7c598e4,8456219.0,1964.0,,крпичный,Многоквартирный дом,Нет,На специальном счете организации,6.0,6.0,1.0,1.0,Не присвоен,68,63.0,5.0,"2775,00","878,00","317,50","317,50","34414,00","1400,00",500,500,Зона отдыха для детей и взрослых,Ленточный,Железобетонные,Смешанные,"25,00",Отсутствует,0.0,Центральное,1.0,Центральное,Отсутствует,Центральное,Центральное,,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Отсутствует,7.0,"край. Приморский, г. Владивосток, улица Полетаева 6/В",,,,
2345,6957102,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,c5b15949-401d-4c2d-9c8a-6dacd9eababd,край,Приморский,,,г,Владивосток,ул,Полетаева,17,,,,"край. Приморский, г. Владивосток, ул. Полетаева, д. 17",e97c413d-dd2e-461b-bd7e-26a11845d02a,6946961.0,1979.0,1979.0,Панельный жилой дом,Многоквартирный дом,Нет,На счете регионального оператора,5.0,1.0,4.0,0.0,D,67,66.0,1.0,"4430,71","3033,30","60,00","1337,41","4530,00","0,00",499,500,,Ленточный,Железобетонные,Кирпич,"884,00",Отсутствует,0.0,Центральное,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Приточно-вытяжная вентиляция,Отсутствует,Отсутствует,7.0,"край. Приморский, г. Владивосток, улица Полетаева 17",,,,
2346,8083032,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,263825a0-6e38-4fb5-b0b5-adc8e659fec4,край,Приморский,,,г,Владивосток,ул,Пологая,17,,,,"край. Приморский, г. Владивосток, ул. Пологая, д. 17",b7efd548-954a-421d-ba13-4644404538e4,,1918.0,1918.0,,Многоквартирный дом,Нет,На счете регионального оператора,4.0,1.0,3.0,0.0,Не присвоен,57,54.0,3.0,"2499,30","1462,30","137,00","900,00","2062,00",,498,498,,Иной,Иные,Иные,"0,00",Отсутствует,0.0,Центральное,1.0,Центральное,Отсутствует,Центральное,Центральное,"0,00",Отсутствует,Отсутствует,Отсутствует,Наружные водостоки,7.0,"край. Приморский, г. Владивосток, улица Пологая 17",,,,
2347,9077983,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,263825a0-6e38-4fb5-b0b5-adc8e659fec4,край,Приморский,,,г,Владивосток,ул,Пологая,18,,,,"край. Приморский, г. Владивосток, ул. Пологая, д. 18",587b45ee-bfd5-44e6-8f4e-2a1c8617e30c,8804978.0,1918.0,1918.0,Деревянный,Многоквартирный дом,Нет,На счете регионального оператора,2.0,0.0,1.0,0.0,Не присвоен,8,8.0,0.0,"508,50","345,40","53,10","508,50","0,00","0,00",500,500,,Иной,Деревянные,Иные,"50,50",Отсутствует,0.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Вытяжная вентиляция,Отсутствует,Наружные водостоки,7.0,"край. Приморский, г. Владивосток, улица Пологая 18",,,,
2348,9049295,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,263825a0-6e38-4fb5-b0b5-adc8e659fec4,край,Приморский,,,г,Владивосток,ул,Пологая,24,,,,"край. Приморский, г. Владивосток, ул. Пологая, д. 24",16f39359-5718-431e-9428-5b32486f5015,8922522.0,1964.0,1964.0,кирпичный,Многоквартирный дом,Нет,На счете регионального оператора,5.0,5.0,2.0,0.0,Не присвоен,37,33.0,4.0,"2037,20","1671,20","353,20","366,00","873,40","0,00",499,499,,Ленточный,Железобетонные,Кирпич,"621,40",Отсутствует,,Центральное,2.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,"0,00",Отсутствует,Вытяжная вентиляция,Отсутствует,Наружные водостоки,7.0,"край. Приморский, г. Владивосток, улица Пологая 24",,,,
2349,8083049,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,263825a0-6e38-4fb5-b0b5-adc8e659fec4,край,Приморский,,,г,Владивосток,ул,Пологая,28,,,,"край. Приморский, г. Владивосток, ул. Пологая, д. 28",343e6f50-d336-413f-8238-32022767a6f5,6953242.0,1961.0,1961.0,,Многоквартирный дом,Нет,На счете регионального оператора,5.0,1.0,2.0,0.0,Не присвоен,41,39.0,2.0,"1571,20","1401,20","100,00","70,00","1071,00",,498,498,,Ленточный,Железобетонные,Кирпич,"130,00",Отсутствует,0.0,Центральное,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Не заполнено,"0,00",Отсутствует,Отсутствует,Пожарный кран,Внутренние водостоки,7.0,"край. Приморский, г. Владивосток, улица Пологая 28",,,,
2350,8083044,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,263825a0-6e38-4fb5-b0b5-adc8e659fec4,край,Приморский,,,г,Владивосток,ул,Пологая,30,,,,"край. Приморский, г. Владивосток, ул. Пологая, д. 30",54158a7f-cfc0-477d-b652-7c0276900fac,6953242.0,1961.0,1961.0,,Многоквартирный дом,Нет,На счете регионального оператора,5.0,1.0,3.0,0.0,Не присвоен,41,41.0,0.0,"2932,30","2282,30","0,00","650,00","1634,00",,498,498,,Ленточный,Железобетонные,Кирпич,"450,00",Отсутствует,0.0,Центральное,2.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,"0,00",Отсутствует,Отсутствует,Пожарный кран,Внутренние водостоки,7.0,"край. Приморский, г. Владивосток, улица Пологая 30",,,,
2351,8083037,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,263825a0-6e38-4fb5-b0b5-adc8e659fec4,край,Приморский,,,г,Владивосток,ул,Пологая,31,,,,"край. Приморский, г. Владивосток, ул. Пологая, д. 31",9b69a6ae-6386-4b40-bc52-2e72cba1b180,6953242.0,1957.0,1957.0,,Многоквартирный дом,Нет,На счете регионального оператора,5.0,1.0,2.0,0.0,Не присвоен,26,23.0,3.0,"2192,30","1264,30","488,00","440,00",,,499,500,,Ленточный,Железобетонные,Кирпич,"330,00",Отсутствует,0.0,Центральное,2.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,"0,00",Отсутствует,Вытяжная вентиляция,Пожарный кран,Внутренние водостоки,7.0,"край. Приморский, г. Владивосток, улица Пологая 31",,,,
2352,8939570,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,263825a0-6e38-4fb5-b0b5-adc8e659fec4,край,Приморский,,,г,Владивосток,ул,Пологая,50,,,,"край. Приморский, г. Владивосток, ул. Пологая, д. 50",a8b2adb2-4e19-434e-a515-dd0c953e5152,8915220.0,2002.0,2003.0,индивидуальный проект,Многоквартирный дом,Нет,На специальном счете организации,6.0,6.0,1.0,0.0,Не присвоен,26,23.0,3.0,"2921,00","2378,00","370,00","173,00","1595,00","0,00",499,500,,Иной,Железобетонные,Кирпич,"350,00",Отсутствует,0.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Приточно-вытяжная вентиляция,Отсутствует,Наружные водостоки,7.0,"край. Приморский, г. Владивосток, улица Пологая 50",,,,
2353,8083054,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,263825a0-6e38-4fb5-b0b5-adc8e659fec4,край,Приморский,,,г,Владивосток,ул,Пологая,53а,,,,"край. Приморский, г. Владивосток, ул. Пологая, д. 53а",4fbb24c3-a453-40af-bf1b-7be2f3f4ada0,6953242.0,1971.0,1971.0,,Многоквартирный дом,Нет,На счете регионального оператора,9.0,1.0,1.0,1.0,Не присвоен,60,60.0,0.0,"2981,00","2411,00","0,00","570,00",,,500,500,,Ленточный,Железобетонные,Кирпич,"400,00",На лестничной клетке,1.0,Центральное,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,7.0,"край. Приморский, г. Владивосток, улица Пологая 53а",,,,
2354,6736084,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,263825a0-6e38-4fb5-b0b5-adc8e659fec4,край,Приморский,,,г,Владивосток,ул,Пологая,54а,,,,"край. Приморский, г. Владивосток, ул. Пологая, д. 54а",f239d830-be45-4eb5-9de5-79a794b0b4d5,8922522.0,1972.0,1972.0,кирпичный,Многоквартирный дом,Нет,На счете регионального оператора,10.0,9.0,1.0,1.0,Не присвоен,57,57.0,0.0,"2423,90","1389,90","0,00","1034,00","1095,00","0,00",500,500,,Ленточный,Железобетонные,Кирпич,"387,40",На лестничной клетке,1.0,Центральное,2.0,Центральное,Отсутствует,Центральное,Центральное,"0,00",Отсутствует,Вытяжная вентиляция,Отсутствует,Внутренние водостоки,7.0,"край. Приморский, г. Владивосток, улица Пологая 54а",,,,
2355,8871556,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,263825a0-6e38-4fb5-b0b5-adc8e659fec4,край,Приморский,,,г,Владивосток,ул,Пологая,54,,а,,"край. Приморский, г. Владивосток, ул. Пологая, д. 54, к. а",f239d830-be45-4eb5-9de5-79a794b0b4d5,,,1972.0,отсутствует,Многоквартирный дом,Нет,Не заполнено,9.0,,1.0,1.0,Не присвоен,0,,,"2423,90","1389,90","87,80",,"2907,30",,498,498,,Не заполнено,Железобетонные,Кирпич,,Не заполнено,1.0,Центральное,1.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,,Отсутствует,Не заполнено,Не заполнено,Не заполнено,7.0,"край. Приморский, г. Владивосток, улица Пологая 54а",,,,
2356,6689847,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,263825a0-6e38-4fb5-b0b5-adc8e659fec4,край,Приморский,,,г,Владивосток,ул,Пологая,55,,,,"край. Приморский, г. Владивосток, ул. Пологая, д. 55",3bbde99f-3014-49c7-9163-dc563f8b2a78,,,1972.0,,Не заполнено,Нет,Не заполнено,,,,,Не заполнено,0,,,"2618,60","2352,30",,,,,498,498,,Не заполнено,Не заполнено,Не заполнено,,Не заполнено,,Не заполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Автономное,Не заполнено,Не заполнено,Не заполнено,7.0,"край. Приморский, г. Владивосток, улица Пологая 55",,,,
2357,8083059,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,263825a0-6e38-4fb5-b0b5-adc8e659fec4,край,Приморский,,,г,Владивосток,ул,Пологая,60,,,,"край. Приморский, г. Владивосток, ул. Пологая, д. 60",e69e9146-0f87-4b3b-b1dc-1cee5e159fcf,6953242.0,1964.0,1964.0,,Многоквартирный дом,Нет,На счете регионального оператора,5.0,1.0,2.0,0.0,Не присвоен,41,40.0,1.0,"2356,20","1650,20","486,00","220,00",,,499,500,,Ленточный,Железобетонные,Кирпич,"400,00",Отсутствует,0.0,Центральное,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Приточная вентиляция,Пожарный кран,Внутренние водостоки,7.0,"край. Приморский, г. Владивосток, улица Пологая 60",,,,
2358,8083063,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,263825a0-6e38-4fb5-b0b5-adc8e659fec4,край,Приморский,,,г,Владивосток,ул,Пологая,62,,,,"край. Приморский, г. Владивосток, ул. Пологая, д. 62",0ecc86cf-498d-4c09-b9ed-ae773effee96,6953242.0,1966.0,1966.0,,Многоквартирный дом,Нет,На счете регионального оператора,5.0,1.0,2.0,0.0,Не присвоен,47,47.0,0.0,"4330,10","2095,60","0,00","470,00",,,498,498,,Ленточный,Железобетонные,Кирпич,"370,00",Отсутствует,0.0,Центральное,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Приточная вентиляция,Пожарный кран,Внутренние водостоки,7.0,"край. Приморский, г. Владивосток, улица Пологая 62",,,,
2359,8342325,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,263825a0-6e38-4fb5-b0b5-adc8e659fec4,край,Приморский,,,г,Владивосток,ул,Пологая,62а,,,,"край. Приморский, г. Владивосток, ул. Пологая, д. 62а",1665e953-42bc-4671-bcfc-78fe0adfe218,8300984.0,,1967.0,,Многоквартирный дом,Нет,Не заполнено,5.0,,2.0,0.0,Не заполнено,0,,,"1430,90","1278,00","510,30",,,,498,498,,Не заполнено,Смешанные,Кирпич,"526,00",Не заполнено,0.0,Центральное,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,,Отсутствует,Не заполнено,Не заполнено,Не заполнено,7.0,"край. Приморский, г. Владивосток, улица Пологая 62а",,,,
2360,6736085,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,263825a0-6e38-4fb5-b0b5-adc8e659fec4,край,Приморский,,,г,Владивосток,ул,Пологая,63,,,,"край. Приморский, г. Владивосток, ул. Пологая, д. 63",fe4cbf87-8eb1-41e2-8776-aa6d67090a05,8922522.0,1971.0,1971.0,панельный,Многоквартирный дом,Нет,На счете регионального оператора,10.0,1.0,1.0,1.0,Не заполнено,48,46.0,2.0,"3384,60","3245,00","1158,60","0,00",,,500,500,,Ленточный,Смешанные,Кирпич,"60,00",На лестничной клетке,1.0,Центральное,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Вытяжная вентиляция,Отсутствует,Внутренние водостоки,7.0,"край. Приморский, г. Владивосток, улица Пологая 63",,,,
2361,8342380,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,263825a0-6e38-4fb5-b0b5-adc8e659fec4,край,Приморский,,,г,Владивосток,ул,Пологая,65а,,,,"край. Приморский, г. Владивосток, ул. Пологая, д. 65а",b6617f52-169c-4ce1-b8e5-082616309997,8300984.0,,1972.0,,Многоквартирный дом,Нет,Не заполнено,9.0,,1.0,1.0,Не заполнено,0,,,"2714,20","2353,20",,,,,498,498,,Не заполнено,Смешанные,Кирпич,"60,00",Не заполнено,1.0,Центральное,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,,Отсутствует,Не заполнено,Не заполнено,Не заполнено,7.0,"край. Приморский, г. Владивосток, улица Пологая 65а",,,,
2362,6936057,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,263825a0-6e38-4fb5-b0b5-adc8e659fec4,край,Приморский,,,г,Владивосток,ул,Пологая,69,,,,"край. Приморский, г. Владивосток, ул. Пологая, д. 69",e1065644-1734-424a-86c5-6bd5e5a25b75,6955423.0,,1971.0,,Многоквартирный дом,Нет,Не заполнено,12.0,,1.0,2.0,Не заполнено,0,,,"2331,40","2294,70","83,50",,,,498,498,,Не заполнено,Не заполнено,Панельные,"430,00",Не заполнено,1.0,Центральное,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,,Отсутствует,Не заполнено,Не заполнено,Не заполнено,7.0,"край. Приморский, г. Владивосток, улица Пологая 69",,,,
2363,7597253,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,2756b0f4-75f6-418f-a998-ce58913800b0,край,Приморский,,,г,Владивосток,ул,Полтавская,11,,,,"край. Приморский, г. Владивосток, ул. Полтавская, д. 11",3a54f9be-3507-4a70-8926-8e2b7abbd659,7579744.0,1944.0,1944.0,не определен,Многоквартирный дом,Да,На счете регионального оператора,2.0,1.0,1.0,0.0,Не присвоен,16,16.0,0.0,"537,90","502,80","0,00","35,10","0,00","0,00",500,500,не имеется,Иной,Деревянные,Деревянные,"0,00",Отсутствует,0.0,Центральное,1.0,Печное,Отсутствует,Отсутствует,Отсутствует,"3,50",Отсутствует,Отсутствует,Отсутствует,Отсутствует,7.0,"край. Приморский, г. Владивосток, улица Полтавская 11",,,,
2364,7597254,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,2756b0f4-75f6-418f-a998-ce58913800b0,край,Приморский,,,г,Владивосток,ул,Полтавская,13,,,,"край. Приморский, г. Владивосток, ул. Полтавская, д. 13",9745c760-23a0-431c-9100-8a66ffaa1283,7579744.0,1943.0,1943.0,не определен,Многоквартирный дом,Нет,Не заполнено,2.0,2.0,1.0,0.0,Не присвоен,8,8.0,0.0,"286,20","251,10","0,00","35,10","0,00","0,00",500,500,,Иной,Деревянные,Деревянные,"0,00",Отсутствует,0.0,Центральное,1.0,Печное,Отсутствует,Отсутствует,Отсутствует,"0,00",Отсутствует,Отсутствует,Отсутствует,Отсутствует,7.0,"край. Приморский, г. Владивосток, улица Полтавская 13",,,,
2365,8488695,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,2756b0f4-75f6-418f-a998-ce58913800b0,край,Приморский,,,г,Владивосток,ул,Полтавская,15,,,,"край. Приморский, г. Владивосток, ул. Полтавская, д. 15",b794db89-758c-4867-bc0a-2325981f73dd,,,1936.0,,Многоквартирный дом,Нет,Не заполнено,,,,,Не заполнено,0,,,"688,60",,,,,,498,498,,Не заполнено,Не заполнено,Не заполнено,,Не заполнено,,Не заполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,7.0,"край. Приморский, г. Владивосток, улица Полтавская 15",,,,
2366,7597255,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,2756b0f4-75f6-418f-a998-ce58913800b0,край,Приморский,,,г,Владивосток,ул,Полтавская,17,,,,"край. Приморский, г. Владивосток, ул. Полтавская, д. 17",ebf0aad0-dfb9-499a-9bb5-394f11b080d2,7579744.0,1943.0,1943.0,не определен,Многоквартирный дом,Да,На специальном счете у регионального оператора,2.0,2.0,1.0,0.0,Не присвоен,8,8.0,0.0,"285,80","250,70","0,00","35,10","0,00","0,00",500,500,,Иной,Деревянные,Деревянные,"0,00",Отсутствует,0.0,Центральное,1.0,Печное,Отсутствует,Отсутствует,Отсутствует,"0,00",Отсутствует,Отсутствует,Отсутствует,Отсутствует,7.0,"край. Приморский, г. Владивосток, улица Полтавская 17",,,,
2367,7580359,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,2756b0f4-75f6-418f-a998-ce58913800b0,край,Приморский,,,г,Владивосток,ул,Полтавская,21,,,,"край. Приморский, г. Владивосток, ул. Полтавская, д. 21",6c8ae35f-51d4-4577-8c59-2b71dbb8efbb,7579744.0,1943.0,1943.0,не определен,Многоквартирный дом,Нет,На специальном счете у регионального оператора,2.0,2.0,4.0,0.0,Не присвоен,7,7.0,0.0,"215,00","215,00","0,00","0,00","0,00","0,00",500,500,,Иной,Деревянные,Деревянные,"0,00",Отсутствует,0.0,Центральное,1.0,Печное,Отсутствует,Отсутствует,Отсутствует,"0,00",Отсутствует,Отсутствует,Отсутствует,Отсутствует,7.0,"край. Приморский, г. Владивосток, улица Полтавская 21",,,,
2368,9057768,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,f81b41ff-d615-4aad-9b2d-6645c75e30d7,край,Приморский,,,г,Владивосток,ул,Полярная,1,,,,"край. Приморский, г. Владивосток, ул. Полярная, д. 1",556022b4-fa47-4cb0-a7fc-fb76bf4b0144,8925091.0,1971.0,1971.0,кирпичный,Многоквартирный дом,Нет,На специальном счете организации,6.0,5.0,4.0,0.0,Не заполнено,78,78.0,0.0,"3187,70","2022,50","1163,70","1163,70","800,30","0,00",499,500,"бельевая площадка, площадка под контейнер для мусора.",Ленточный,Железобетонные,Кирпич,"696,50",Отсутствует,0.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Вытяжная вентиляция,Отсутствует,Отсутствует,7.0,"край. Приморский, г. Владивосток, улица Полярная 1",,,,
