index,id,region_id,area_id,city_id,street_id,shortname_region,formalname_region,shortname_area,formalname_area,shortname_city,formalname_city,shortname_street,formalname_street,house_number,building,block,letter,address,houseguid,management_organization_id,built_year,exploitation_start_year,project_type,house_type,is_alarm,method_of_forming_overhaul_fund,floor_count_max,floor_count_min,entrance_count,elevators_count,energy_efficiency,quarters_count,living_quarters_count,unliving_quarters_count,area_total,area_residential,area_non_residential,area_common_property,area_land,parking_square,playground,sportsground,other_beautification,foundation_type,floor_type,wall_material,basement_area,chute_type,chute_count,electrical_type,electrical_entries_count,heating_type,hot_water_type,cold_water_type,sewerage_type,sewerage_cesspools_volume,gas_type,ventilation_type,firefighting_type,drainage_type,splited_string_len,prepared_address_v1,lat,lon,raw_class,raw_type
772,6690620,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,93724b0e-9955-4ff5-8e73-d96653aa53b1,край,Приморский,,,г,Владивосток,ул,Гамарника,26а,,,,"край. Приморский, г. Владивосток, ул. Гамарника, д. 26а",91dabe8b-b302-4764-b36b-d48aaaba68a4,,,1971.0,,Не заполнено,Нет,Не заполнено,,,,,Не заполнено,0,,,"3774,70","3495,50",,,,,498,498,,Не заполнено,Не заполнено,Не заполнено,,Не заполнено,,Не заполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Автономное,Не заполнено,Не заполнено,Не заполнено,7.0,"край. Приморский, г. Владивосток, улица Гамарника 26а",,,,
773,7573655,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,93724b0e-9955-4ff5-8e73-d96653aa53b1,край,Приморский,,,г,Владивосток,ул,Гамарника,26,,А,,"край. Приморский, г. Владивосток, ул. Гамарника, д. 26, к. А",91dabe8b-b302-4764-b36b-d48aaaba68a4,7565983.0,1971.0,1971.0,1-515/9Ш,Многоквартирный дом,Нет,На счете регионального оператора,5.0,0.0,4.0,0.0,Не присвоен,80,80.0,0.0,"4444,30","3495,00","0,00","949,30","3623,00","0,00",499,500,"Урны, скамейки",Ленточный,Железобетонные,Панельные,"700,90",Отсутствует,1.0,Центральное,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Вытяжная вентиляция,Отсутствует,Отсутствует,7.0,"край. Приморский, г. Владивосток, улица Гамарника 26А",,,,
774,7568503,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,9d299f61-afb1-4afd-8377-76432255a087,край,Приморский,,,г,Владивосток,ул,Героев Варяга,2,,1,,"край. Приморский, г. Владивосток, ул. Героев Варяга, д. 2, к. 1",f60c8d21-8339-0196-cd9a-300da061c4dd,7565978.0,1991.0,1991.0,П-55,Многоквартирный дом,Нет,На счете регионального оператора,9.0,0.0,1.0,1.0,Не присвоен,72,72.0,0.0,"4594,80","3332,50","0,00","1262,10","1896,00","0,00",500,500,"Урны, скамейки",Ленточный,Железобетонные,Панельные,"486,40",На лестничной клетке,1.0,Центральное,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Приточная вентиляция,Отсутствует,Внутренние водостоки,8.0,"край. Приморский, г. Владивосток, улица Героев Варяга 2",,,,
775,7568502,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,9d299f61-afb1-4afd-8377-76432255a087,край,Приморский,,,г,Владивосток,ул,Героев Варяга,2,,2,,"край. Приморский, г. Владивосток, ул. Героев Варяга, д. 2, к. 2",1fade789-c7e1-4907-8661-2b0ed792e92c,7565978.0,1992.0,1992.0,П-55,Многоквартирный дом,Нет,На счете регионального оператора,9.0,0.0,1.0,1.0,Не присвоен,86,82.0,4.0,"3815,99","1856,69","170,60","1721,00","0,00","0,00",500,500,"Урны, скамейки",Ленточный,Железобетонные,Панельные,"308,70",На лестничной клетке,1.0,Центральное,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Приточная вентиляция,Отсутствует,Внутренние водостоки,8.0,"край. Приморский, г. Владивосток, улица Героев Варяга 2/2",,,,
776,9047430,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,9d299f61-afb1-4afd-8377-76432255a087,край,Приморский,,,г,Владивосток,ул,Героев Варяга,2В,,,,"край. Приморский, г. Владивосток, ул. Героев Варяга, д. 2В",e5ab3210-a4ad-4652-96a0-ea21aa11370f,8923509.0,2013.0,2013.0,Кирпичный,Многоквартирный дом,Нет,На счете регионального оператора,11.0,11.0,1.0,1.0,B,82,79.0,3.0,"5542,00","3958,79","310,88","1272,33","4821,00","200,00",499,499,"деревья, кусты, газоны",Свайный,Железобетонные,Монолитные,"210,00",Отсутствует,0.0,Центральное,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,,Отсутствует,Приточно-вытяжная вентиляция,Отсутствует,Внутренние водостоки,8.0,"край. Приморский, г. Владивосток, улица Героев Варяга 2В",,,,
777,6545590,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,9d299f61-afb1-4afd-8377-76432255a087,край,Приморский,,,г,Владивосток,ул,Героев Варяга,4,,,,"край. Приморский, г. Владивосток, ул. Героев Варяга, д. 4",63c91ec5-4177-4cef-9a18-3e2d1f861182,,,1986.0,,Многоквартирный дом,Нет,Не заполнено,9.0,,2.0,2.0,D,0,,,"5708,40","5122,54","585,86",,"3896,00",,498,498,,Не заполнено,Железобетонные,Панельные,"550,00",Не заполнено,2.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,,Отсутствует,Не заполнено,Не заполнено,Не заполнено,8.0,"край. Приморский, г. Владивосток, улица Героев Варяга 4",,,,
778,8997422,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,9d299f61-afb1-4afd-8377-76432255a087,край,Приморский,,,г,Владивосток,ул,Героев Варяга,4,,1,,"край. Приморский, г. Владивосток, ул. Героев Варяга, д. 4, к. 1",4c7f55f9-4691-c6e2-38da-1bd75b6bc18d,7583407.0,1986.0,1986.0,"П125, МЖК",Многоквартирный дом,Нет,На счете регионального оператора,9.0,9.0,1.0,1.0,D,72,72.0,0.0,"3596,90","3236,90","360,00","0,00","1724,00","0,00",500,500,,Ленточный,Железобетонные,Панельные,"486,40",На лестничной клетке,1.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Приточно-вытяжная вентиляция,Отсутствует,Внутренние водостоки,8.0,"край. Приморский, г. Владивосток, улица Героев Варяга 4",,,,
779,8997425,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,9d299f61-afb1-4afd-8377-76432255a087,край,Приморский,,,г,Владивосток,ул,Героев Варяга,4,,2,,"край. Приморский, г. Владивосток, ул. Героев Варяга, д. 4, к. 2",2080b584-cf24-4e15-b63e-030ce3b5f841,7583407.0,1986.0,1986.0,П125 МЖК,Многоквартирный дом,Нет,На счете регионального оператора,9.0,9.0,1.0,1.0,D,93,93.0,0.0,"2111,50","1885,64","254,00","0,00","1724,00",,500,500,,Ленточный,Железобетонные,Панельные,"332,80",На лестничной клетке,1.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Приточно-вытяжная вентиляция,Отсутствует,Внутренние водостоки,8.0,"край. Приморский, г. Владивосток, улица Героев Варяга 4/2",,,,
780,7568505,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,9d299f61-afb1-4afd-8377-76432255a087,край,Приморский,,,г,Владивосток,ул,Героев Варяга,5,,,,"край. Приморский, г. Владивосток, ул. Героев Варяга, д. 5",bd522b4c-1696-49ef-83f8-c6805b9412e5,7565978.0,1989.0,1989.0,П-55,Многоквартирный дом,Нет,На счете регионального оператора,9.0,0.0,3.0,3.0,Не присвоен,108,107.0,1.0,"7319,60","5205,30","49,70","2063,60","8454,20","0,00",499,500,"Урны, скамейки",Ленточный,Железобетонные,Панельные,"730,60",На лестничной клетке,3.0,Центральное,4.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Приточная вентиляция,Отсутствует,Внутренние водостоки,8.0,"край. Приморский, г. Владивосток, улица Героев Варяга 5",,,,
781,7568509,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,9d299f61-afb1-4afd-8377-76432255a087,край,Приморский,,,г,Владивосток,ул,Героев Варяга,6,,,,"край. Приморский, г. Владивосток, ул. Героев Варяга, д. 6",8a8dc15f-3397-4dba-a5a1-ca16d58931fc,7565978.0,1988.0,1988.0,П-55,Многоквартирный дом,Нет,На счете регионального оператора,9.0,0.0,2.0,2.0,Не присвоен,125,125.0,0.0,"8783,60","5545,40","0,00","3238,20","3539,00","0,00",499,500,"Урны, скамейки",Ленточный,Железобетонные,Панельные,"795,30",На лестничной клетке,2.0,Центральное,4.0,Центральное,Не заполнено,Центральное,Центральное,"0,00",Отсутствует,Приточная вентиляция,Отсутствует,Внутренние водостоки,8.0,"край. Приморский, г. Владивосток, улица Героев Варяга 6",,,,
782,7571223,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,9d299f61-afb1-4afd-8377-76432255a087,край,Приморский,,,г,Владивосток,ул,Героев Варяга,7,,,,"край. Приморский, г. Владивосток, ул. Героев Варяга, д. 7",57632c05-159d-4cc5-9942-c569c3fa3af9,7565978.0,1986.0,1986.0,П-55,Многоквартирный дом,Нет,На счете регионального оператора,9.0,0.0,3.0,3.0,Не присвоен,108,108.0,0.0,"7774,58","5652,78","0,00","2072,10","4760,00","0,00",499,500,"Урны, скамейки",Ленточный,Железобетонные,Панельные,"784,80",На лестничной клетке,3.0,Центральное,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Приточная вентиляция,Отсутствует,Внутренние водостоки,8.0,"край. Приморский, г. Владивосток, улица Героев Варяга 7",,,,
783,7571232,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,9d299f61-afb1-4afd-8377-76432255a087,край,Приморский,,,г,Владивосток,ул,Героев Варяга,8,,,,"край. Приморский, г. Владивосток, ул. Героев Варяга, д. 8",feb2d52f-211a-4fd6-a5a2-2c0d455b3f8a,7565978.0,1987.0,1987.0,П-55,Многоквартирный дом,Нет,На специальном счете организации,9.0,0.0,3.0,3.0,Не присвоен,180,180.0,0.0,"11898,50","7728,10","0,00","3199,80","7629,00","0,00",500,500,"Урны, скамейки",Ленточный,Железобетонные,Панельные,"1113,50",На лестничной клетке,3.0,Центральное,6.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Приточная вентиляция,Отсутствует,Внутренние водостоки,8.0,"край. Приморский, г. Владивосток, улица Героев Варяга 8",,,,
784,7571240,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,9d299f61-afb1-4afd-8377-76432255a087,край,Приморский,,,г,Владивосток,ул,Героев Варяга,10,,,,"край. Приморский, г. Владивосток, ул. Героев Варяга, д. 10",ef35f3cc-94aa-42a0-af33-4a8b8b379ced,7565978.0,1994.0,1994.0,П-55,Многоквартирный дом,Нет,На счете регионального оператора,9.0,0.0,2.0,2.0,Не присвоен,126,125.0,1.0,"6879,20","5522,70","52,10","1304,40","7809,20","0,00",500,500,"Урны, скамейки",Ленточный,Железобетонные,Панельные,"290,70",На лестничной клетке,2.0,Центральное,4.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Приточная вентиляция,Отсутствует,Внутренние водостоки,8.0,"край. Приморский, г. Владивосток, улица Героев Варяга 10",,,,
785,8951562,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,9d299f61-afb1-4afd-8377-76432255a087,край,Приморский,,,г,Владивосток,ул,Героев Варяга,10,,А,,"край. Приморский, г. Владивосток, ул. Героев Варяга, д. 10, к. А",c39037b1-a371-425d-81e8-b3a60c838f4e,8916290.0,2006.0,2007.0,отсутствует,Многоквартирный дом,Нет,На специальном счете организации,10.0,10.0,1.0,2.0,Не присвоен,0,,,"6057,00","4256,00","872,30","928,70","0,00","0,00",499,500,отсутствует,Свайный,Железобетонные,Монолитные,"287,30",На лестничной клетке,5.0,Центральное,2.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,"100,00",Отсутствует,Вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,8.0,"край. Приморский, г. Владивосток, улица Героев Варяга 10А",,,,
786,7571246,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,9d299f61-afb1-4afd-8377-76432255a087,край,Приморский,,,г,Владивосток,ул,Героев Варяга,11,,,,"край. Приморский, г. Владивосток, ул. Героев Варяга, д. 11",71880fd0-d3e6-4b60-9dea-4a3b3c3c957d,7565978.0,1985.0,1985.0,П-55,Многоквартирный дом,Нет,На счете регионального оператора,9.0,0.0,3.0,3.0,Не присвоен,108,108.0,0.0,"8437,70","5923,90","0,00","2511,60","7594,00","0,00",500,500,"Урны, скамейки",Ленточный,Железобетонные,Панельные,"546,50",На лестничной клетке,3.0,Центральное,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Приточная вентиляция,Отсутствует,Внутренние водостоки,8.0,"край. Приморский, г. Владивосток, улица Героев Варяга 11",,,,
787,6958920,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,197d04f4-0f2a-4084-bac5-9a40374a0b94,край,Приморский,,,г,Владивосток,ул,Героев Тихоокеанцев,16,,,,"край. Приморский, г. Владивосток, ул. Героев Тихоокеанцев, д. 16",dd5577f0-df3c-40c6-9db2-f9d22d22d76d,6967566.0,1975.0,1975.0,кирпичный,Многоквартирный дом,Нет,На специальном счете у регионального оператора,5.0,5.0,4.0,0.0,C,78,78.0,0.0,"4994,00","3747,00","1247,00","4994,00","3508,00",,500,500,Отсутствует,Ленточный,Железобетонные,Кирпич,"931,00",Отсутствует,0.0,Центральное,1.0,Центральное,Отсутствует,Центральное,Центральное,,Отсутствует,Не заполнено,Не заполнено,Не заполнено,8.0,"край. Приморский, г. Владивосток, улица Героев Тихоокеанцев 16",,,,
788,7579786,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,197d04f4-0f2a-4084-bac5-9a40374a0b94,край,Приморский,,,г,Владивосток,ул,Героев Тихоокеанцев,18,,,,"край. Приморский, г. Владивосток, ул. Героев Тихоокеанцев, д. 18",ee38a2b0-041d-4b1a-a416-bcf0d9c5bb10,6961097.0,1972.0,1972.0,II-29,Многоквартирный дом,Нет,На счете регионального оператора,5.0,5.0,4.0,0.0,Не присвоен,74,70.0,4.0,"3762,70","3399,20","330,00","330,00","994,00","0,00",500,500,-,Ленточный,Железобетонные,Кирпич,"916,00",Отсутствует,0.0,Центральное,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Вытяжная вентиляция,Отсутствует,Внутренние водостоки,8.0,"край. Приморский, г. Владивосток, улица Героев Тихоокеанцев 18",,,,
789,6690621,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,197d04f4-0f2a-4084-bac5-9a40374a0b94,край,Приморский,,,г,Владивосток,ул,Героев Тихоокеанцев,20,,,,"край. Приморский, г. Владивосток, ул. Героев Тихоокеанцев, д. 20",e217be3f-8baf-435d-9b1a-a7c0a3ed6283,6961355.0,1976.0,1976.0,Кирпичный жилой дом,Многоквартирный дом,Нет,На счете регионального оператора,5.0,5.0,3.0,0.0,C,103,100.0,3.0,"4037,42","3932,10","105,00","4037,42","5615,00","0,00",500,500,Отсутствует,Ленточный,Железобетонные,Кирпич,"1015,00",Не заполнено,0.0,Центральное,1.0,Центральное,Отсутствует,Центральное,Центральное,,Отсутствует,Вытяжная вентиляция,Отсутствует,Смешанные,8.0,"край. Приморский, г. Владивосток, улица Героев Тихоокеанцев 20",,,,
790,8068506,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,197d04f4-0f2a-4084-bac5-9a40374a0b94,край,Приморский,,,г,Владивосток,ул,Героев Тихоокеанцев,20А,,,,"край. Приморский, г. Владивосток, ул. Героев Тихоокеанцев, д. 20А",60615d0a-70f1-497b-bfe7-1c73a73dd76f,8938247.0,2005.0,2006.0,жилое здание,Многоквартирный дом,Нет,Не определен,10.0,10.0,1.0,2.0,Не присвоен,119,119.0,0.0,"5802,00","4128,80","0,00","827,20","541,12","0,00",500,500,-,Иной,Железобетонные,Панельные,"559,00",На лестничной клетке,2.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Приточно-вытяжная вентиляция,Отсутствует,Внутренние водостоки,8.0,"край. Приморский, г. Владивосток, улица Героев Тихоокеанцев 20А",,,,
791,8068509,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,197d04f4-0f2a-4084-bac5-9a40374a0b94,край,Приморский,,,г,Владивосток,ул,Героев Тихоокеанцев,20Б,,,,"край. Приморский, г. Владивосток, ул. Героев Тихоокеанцев, д. 20Б",7bb12d78-d5fe-407e-a92c-4e7dc8551d01,8938247.0,2006.0,2006.0,Жилое здание,Многоквартирный дом,Нет,Не определен,10.0,10.0,1.0,2.0,Не присвоен,119,119.0,0.0,"5776,00","4596,20","0,00","635,36","626,67","0,00",500,500,-,Иной,Железобетонные,Панельные,"543,70",На лестничной клетке,2.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Приточно-вытяжная вентиляция,Отсутствует,Внутренние водостоки,8.0,"край. Приморский, г. Владивосток, улица Героев Тихоокеанцев 20Б",,,,
792,8068511,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,197d04f4-0f2a-4084-bac5-9a40374a0b94,край,Приморский,,,г,Владивосток,ул,Героев Тихоокеанцев,20В,,,,"край. Приморский, г. Владивосток, ул. Героев Тихоокеанцев, д. 20В",56631960-4fd0-436b-a0d2-1c22d8ebd9e6,8938247.0,2007.0,2007.0,Жилое здание,Многоквартирный дом,Нет,Не определен,5.0,5.0,1.0,0.0,Не присвоен,30,30.0,0.0,"1908,40","1712,10","0,00","196,30","421,75","0,00",500,500,-,Иной,Железобетонные,Панельные,"393,50",Отсутствует,0.0,Комбинированное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Автономное,"0,00",Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Смешанные,8.0,"край. Приморский, г. Владивосток, улица Героев Тихоокеанцев 20В",,,,
793,8068514,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,197d04f4-0f2a-4084-bac5-9a40374a0b94,край,Приморский,,,г,Владивосток,ул,Героев Тихоокеанцев,20Г,,,,"край. Приморский, г. Владивосток, ул. Героев Тихоокеанцев, д. 20Г",7ae8427f-4add-479b-b32e-a32e6d158fe0,8938247.0,1983.0,1983.0,Жилой дом (лит А),Многоквартирный дом,Нет,Не определен,6.0,5.0,1.0,0.0,Не присвоен,48,48.0,0.0,"2221,70","1716,90","0,00","472,80","445,14","0,00",500,500,-,Ленточный,Железобетонные,Кирпич,"450,30",Отсутствует,0.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Приточно-вытяжная вентиляция,Отсутствует,Внутренние водостоки,8.0,"край. Приморский, г. Владивосток, улица Героев Тихоокеанцев 20Г",,,,
794,8082100,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,197d04f4-0f2a-4084-bac5-9a40374a0b94,край,Приморский,,,г,Владивосток,ул,Героев Тихоокеанцев,22,,,,"край. Приморский, г. Владивосток, ул. Героев Тихоокеанцев, д. 22",a8211c59-4bc0-4425-880b-da4eb7008c59,8922522.0,1966.0,1966.0,кирпичный,Многоквартирный дом,Нет,На счете регионального оператора,5.0,1.0,1.0,0.0,Не присвоен,65,63.0,2.0,"4185,60","2725,30","101,50","1358,80","3466,00",,500,500,,Иной,Железобетонные,Кирпич,"0,00",Отсутствует,0.0,Центральное,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Отсутствует,Отсутствует,Внутренние водостоки,8.0,"край. Приморский, г. Владивосток, улица Героев Тихоокеанцев 22",,,,
795,6689760,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,197d04f4-0f2a-4084-bac5-9a40374a0b94,край,Приморский,,,г,Владивосток,ул,Героев Тихоокеанцев,24,,,,"край. Приморский, г. Владивосток, ул. Героев Тихоокеанцев, д. 24",283c3745-2aa6-423c-b5d6-2c2827d62e83,6947758.0,1973.0,1973.0,отсут в тех.паспорте,Многоквартирный дом,Нет,На счете регионального оператора,5.0,1.0,4.0,0.0,Не присвоен,77,77.0,0.0,"4222,80","3873,80","0,00","349,00","2800,00","0,00",500,500,,Иной,Железобетонные,Кирпич,"329,50",Отсутствует,0.0,Центральное,1.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,"0,00",Отсутствует,Приточно-вытяжная вентиляция,Отсутствует,Смешанные,8.0,"край. Приморский, г. Владивосток, улица Героев Тихоокеанцев 24",,,,
796,6689779,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,197d04f4-0f2a-4084-bac5-9a40374a0b94,край,Приморский,,,г,Владивосток,ул,Героев Тихоокеанцев,24а,,,,"край. Приморский, г. Владивосток, ул. Героев Тихоокеанцев, д. 24а",572ec6da-7a10-4619-9f7a-a074f56ae06a,6954159.0,1974.0,1974.0,"83, Панельный",Многоквартирный дом,Нет,На счете регионального оператора,5.0,5.0,4.0,0.0,Не присвоен,50,50.0,0.0,"3938,40","2879,00","0,00","1059,40","757,70","0,00",500,500,- Контейнерная площадка,Ленточный,Железобетонные,Блочные,"675,00",Отсутствует,0.0,Центральное,2.0,Центральное,Отсутствует,Центральное,Центральное,"0,00",Отсутствует,Вытяжная вентиляция,Отсутствует,Отсутствует,8.0,"край. Приморский, г. Владивосток, улица Героев Тихоокеанцев 24а",,,,
797,7583138,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,197d04f4-0f2a-4084-bac5-9a40374a0b94,край,Приморский,,,г,Владивосток,ул,Героев Тихоокеанцев,26,,,,"край. Приморский, г. Владивосток, ул. Героев Тихоокеанцев, д. 26",23812340-743f-4e01-85e3-71b65ef9f2b1,6961097.0,1974.0,1974.0,II-29,Многоквартирный дом,Нет,На счете регионального оператора,5.0,5.0,4.0,0.0,Не присвоен,82,78.0,4.0,"4472,10","3886,40","346,00","0,00","1014,00","0,00",500,500,-,Ленточный,Железобетонные,Кирпич,"910,00",Отсутствует,0.0,Центральное,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Вытяжная вентиляция,Отсутствует,Внутренние водостоки,8.0,"край. Приморский, г. Владивосток, улица Героев Тихоокеанцев 26",,,,
798,6963289,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,197d04f4-0f2a-4084-bac5-9a40374a0b94,край,Приморский,,,г,Владивосток,ул,Героев Тихоокеанцев,28,,,,"край. Приморский, г. Владивосток, ул. Героев Тихоокеанцев, д. 28",80e4c2a8-7620-45ff-842f-6050043b5993,6961355.0,1976.0,1976.0,Кирпичный жилой дом,Многоквартирный дом,Нет,Не заполнено,5.0,5.0,4.0,0.0,C,100,100.0,0.0,"4512,63","3300,63","1212,00","4512,63","2003,00","0,00",500,500,Имеется бельевая площадка,Ленточный,Железобетонные,Кирпич,"955,50",Не заполнено,0.0,Центральное,1.0,Центральное,Отсутствует,Центральное,Центральное,,Отсутствует,Вытяжная вентиляция,Отсутствует,Смешанные,8.0,"край. Приморский, г. Владивосток, улица Героев Тихоокеанцев 28",,,,
799,6689785,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,2d149168-df98-4139-b99a-7a71b4e62569,край,Приморский,,,г,Владивосток,ул,Героев Хасана,4,,,,"край. Приморский, г. Владивосток, ул. Героев Хасана, д. 4",a6809005-0991-490d-8f42-9e0227a2ee9f,6953242.0,,1976.0,,Многоквартирный дом,Нет,На счете регионального оператора,9.0,,1.0,1.0,Не заполнено,54,54.0,0.0,"2180,20","1832,60",,"857,70","1153,00",,500,500,,Сборный,Железобетонные,Кирпич,"336,80",На лестничной клетке,1.0,Центральное,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Отсутствует,Отсутствует,Внутренние водостоки,8.0,"край. Приморский, г. Владивосток, улица Героев Хасана 4",,,,
800,6545595,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,2d149168-df98-4139-b99a-7a71b4e62569,край,Приморский,,,г,Владивосток,ул,Героев Хасана,6,,,,"край. Приморский, г. Владивосток, ул. Героев Хасана, д. 6",5f59a76c-e963-45a4-b0b6-571cc6bf376c,6953242.0,,1976.0,кирпичный,Многоквартирный дом,Нет,На счете регионального оператора,9.0,,1.0,1.0,Не заполнено,54,54.0,0.0,"2814,60","1923,80","0,00","890,80","600,00",,500,500,,Иной,Железобетонные,Кирпич,"344,90",На лестничной клетке,1.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Отсутствует,Отсутствует,Внутренние водостоки,8.0,"край. Приморский, г. Владивосток, улица Героев Хасана 6",,,,
801,6958839,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,2d149168-df98-4139-b99a-7a71b4e62569,край,Приморский,,,г,Владивосток,ул,Героев Хасана,10,,,,"край. Приморский, г. Владивосток, ул. Героев Хасана, д. 10",8143a837-a7a4-4107-92fb-322d301c3529,6947758.0,1973.0,1973.0,отсут в тех.паспорт,Многоквартирный дом,Нет,На счете регионального оператора,5.0,1.0,6.0,0.0,Не присвоен,100,100.0,0.0,"5054,00","4648,00","406,00","2540,00","2600,00","0,00",500,500,,Иной,Железобетонные,Кирпич,"305,00",Отсутствует,0.0,Центральное,1.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,"0,00",Отсутствует,Приточно-вытяжная вентиляция,Отсутствует,Смешанные,8.0,"край. Приморский, г. Владивосток, улица Героев Хасана 10",,,,
